Darija (Arabic),English
بلا قياس .. هزات العصير اعطاتو ليه .. شرب العصير ... طه : مبغيتش ..,Without hesitation... she handed him the juice... he drank the juice... Taha: I don't want it...
ام جميلة : بلا متعصبني ... العصير صايبتو لك صوفيا ... هاك شربو ... خدا,"Aunt Jamila: Don't upset me... Sofia made the juice for you... Here, drink it... Take it."
من عندها طه الكاس و بدا كشرب فيه . .. حتا كملو و رحع حطو,"She took the glass, started drinking from it, finished it, and put it back."
هانا مشيت ... خرجات ام جميلة البرا ... لقات صوفيا و زاين باركين ب 2,Here I went ... Beautiful's mother went outside ... she found Sophia and Zain parking together.
... خنزرات فيهم و توجهت الباب ... ام جميلة : شكرا ازاين حيت خليتيني شفت,"... She glared at them and headed to the door ...  
Um Jamila: Thank you, Azayn, for letting me see."
حفيدي ... ناض زاين عيط على الشاب لي برا و هبطوها ... رجع طلع زاين,"My grandson ... got up fine, called the young man outside and brought her down ... then went back up fine."
لقا صوفيا مخرجا البلاطو ... داتو الكوزينة حطاتو ... و بدات كتغسل فالماعن ... زاين,"Sophia found him leaving the set... took him to the kitchen, sat him down... and started washing the dishes... nice."
مزروب : اوووف و اخيرا ... حبيبة انا مشيت تعطلت على خدمتي ... صوفيا :,"In a hurry: Phew, finally... Sweetheart, I’m off, I’m late for work... Sophia:"
وخا احبيبي ... بقاع صوفيا كتغسل فالماعن .. و خلات طه بارك كتفرج ... دازو,"Okay, my dear... Sofia is washing the dishes and left Taha sitting and watching... They passed."
دقائق ... كانت كملات الماعن ... حيت اصلا مكاموش كتار ... مشات بدات كتجمع فبيتها,Minutes ... she had finished the dishes ... because there weren’t many to begin with ... she went and started tidying up her room.
... حتا لقات لعب طه ناسيهم فيه ... هزاتهم حطاتو فجنب ... او قدات البيت,... until she found Taha's toys forgotten there ... she picked them up and placed them aside ... and tidied the room.
... عاد رجعات هزاتهم ... توجهات البيت طه ... غي دخلات حتا مبان ليها طه,"... She picked them up again ... headed to Taha's house ... as soon as she entered, she saw Taha."
ناعس على جنبو و عاطيها بالضهر ... صوفيا باستغراب : ولدي .. رجعتي نعستي ...,"Sleeping on his side with his back turned...  
Sophia, surprised: My son... you went back to sleep..."
و لكن مشي و قت النعاس دبا ... مشا الشبكة حطات ليه لعابو ... و,"""But it's not bedtime now... the net caught his saliva... and"""
تطهات عندو ... بركات وراه ... و بدات كتحرك فيه ... صوفيا : طه ...,Sophia: Taha...
فيق احبيبي ... و يلاه نخرجك شوية .... طه ... وانوض ... ممالفاش لك كترجع,"Wake up, my love... let's go out for a bit... Taha... get up... you're not usually like this."
تنعس و نتا مشي بزاف باش فقتي ... بقات كتحرك فيه صوفيا ... حتا طاحت,"You sleep lightly, so you woke up... Sofia kept moving until she fell."
ايدو الجنب بدون حراك ... دوراتو صوفيا بسرعة .... حتا كتلقاه مغيب و الكشاكش بيضين,"His side motionless... Sofia turned him quickly... until she found him unconscious, with white foam."
خارجين من فمو فجناب ... صوفيا : و قلبها كضرب بسرعة ... ط .. ططه,Coming out of his mouth to the side ... Sophia: and her heart was beating fast ... T.. Tta.
.... ( كتحرك فيه ) اويلي مالك ... اشنو وقع ليك ... ناضت صوفيا و,".... (stirring him) Oh my, what's wrong with you... What happened to you... Sophia got up and..."
هيا تالفة ... مفاهما والو ... يلاه دبا شوية خرجات و هلاتو كتفرج ... صوفيا,She’s confused … doesn’t understand anything … just now she went out a bit and started watching … Sophia.
: اش غندير ... زاين ... اه ... تسنى اولدي انا غنعيط الباباك ... خرجات,": What should I do ... nice ... yeah ... wait my son, I’ll call your dad ... she left."
صوفيا البيتها ... هزات تلفونها بسرعة و بدات كتعيط الزاين .... ... انكم في العلبة,"Sophia went to her house... she quickly picked up her phone and started calling Zain... ""You're in the box."""
الصوتيى لاتصالات المغرب ... المرجو اعاد الاتصال لاحقا ... صوفيا : لا ازاين ميمكنش ...,"The voicemail of Maroc Telecom... Please try again later... Sophia: No, this can't be possible..."
علاش طفيتيه علاش ... عودات تاصلت و نفس الشيء ... صوفيا و غينيها سلال بالدموع,"Why did you turn it off, why... She called again, and the same thing... Sofia and her eyes filled with tears."
... رجعات البيتها لاحت عليها مونطوها هزات شي فلوس .. و مشات هزات طه فايديها,"... She went back home, grabbed her coat, took some money, and left holding Taha in her hands."
... خرجات و هي حالتها ... معارفا فين تمشي ... بقات غادا كتجري بطه ...,... She went out in her state ... not knowing where to go ... she kept running slowly ...
و الشمس ضاربة ليها فوجهها ... غادا جنب طريق على امل ادوز طاكسي ... او,And the sun is shining on her face... walking along the road hoping a taxi will pass...
والو لي داز مكبغيش اوقف ليها .... بقات هكاك ... و كتشوف فولدها كضيع منها,"Nothing happened, he didn’t want to stop for her... she stayed like that... watching her son slip away from her."
... حتا بان ليها طاكسي جاي ... مشات وقفات وسط شانطي ... وحبساتو ... وقف,... Until she saw a taxi coming ... she went and stood in the middle of the road ... and stopped it ... it stopped.
طاكسي ... و مشات طلعات مول الطاكسي : واش حماقيتي .. كنت شوية غنضربك ...,Taxi ... and she got in. The taxi driver: Are you crazy? I almost hit you...
صوفيا : عفاك عتق ليا ولدي ... كموت .. ديني السبيطار بالزربة ... الله يخليك,Sophia: Please save my son... I'm dying... Take me to the hospital quickly... Please.
... دار مول طاكسي و قصد المستشفى .... صوفيا : عفاك زرب شوية ... دقائق,... Sofia: Please hurry up a bit ... Minutes.
كانو فالسبيطار ... هبطات صوفيا بلا عقل و كلمة وحدة ففمها ... صوفيا : عتقوني,"They were at the hospital... Sofia came down unconscious with one word in her mouth... Sofia: ""Save me."""
... عتقوني ... ولدي كموت ... بقات كتغوت حتا جاو بعض الممرضين .. خداو منها,... Help me ... My son is dying ... She kept screaming until some nurses came ... They took him from her.
طه حطوه فالباياس و توجهو بيه الغرفة المستعجلات ... الممرض : اش وقع ليه ...,Taha was placed in the ambulance and taken to the emergency room ... Nurse: What happened to him?
و هوما غادين بيه ... صوفيا : معرفتش ... كان كتفرج ... حتا دخلت لقيتو,"And as they were taking him...  
Sophia: I don't know... I was watching... until I came in and found him."
ناعس و الكشاكس خارجا من فمو ... الممرض : سربيو شوية . .. غتكون حالتو,Asleep with drool coming out of his mouth ... Nurse: Give him some care ... His condition might...
