english,darija
May God bless you and grant you good health.,Tbarkallah baynin bnan alah ya3tik sa7a
Praise be to God,Alhamdulillah
"My sister Halima, you are a respectable person and we must respect you. You represented Morocco in the best way. Greetings.",Okhti halima anti insana mohtarama wayajib aalayna ihtiramoki mattalti almaghribia ahsan tamtil tahiaty
"Sister Halima, may God give you health. I want to tell you that I have a mold similar to that one in the shape of a heart, but I don't grease it. Is butter and flour necessary? 🙏",Khti Halima allah i3tik saha . Ana bghit ngoulik 3andi bhal hadak le moule sous forme de cœur walakin makandahnouch . Wach Darouri men Zebda o d9i9 🙏
May God bless you first.,Awal t3li tbarklah 3lik
"God bless you, my sister Halima, so that you can overcome your mistakes and improve your situation. May God give you health.",Rbi ikhlik akhti Halima bsh ait ghlat ou jib tzad 3lih lhal < br > Lah i3tik sha
"Hello sister Halima, may God give you health. Please teach us a lot about these ingredients. How much should we calculate per kilo? Answer me, please.",Slm khti halima 3tak lah sha t3lmna mna bzaf bnisba lhad lma9adir chhal nhsbo lkilo jawbini 3afak
"May God give you health, my sister. All your recipes are successful. May God protect you.",Lah ya3tik saha akhti kol wasafatak najha lah yahafdak
"Thank you so much my sister Halima, I tried these chocolates and they were delicious ❤ ❤ ❤",Chokran bzaf a5ti 7alima jrbt had chkiylat jaw 4zalin ❤ ❤ ❤
"Good job, Halima, you deserve it.",Brava halima lo meriti
"Congratulations, but my sister Halima here really wants videos on YouTube. How much is a TV and how much is YouTube? It's very important that you give us videos.",Mabrokk 3lik walakine akhti Halima hna bghiiiina darori vidyowat flyotop tlfaza chkal wlyotip chkal akhar daaariri thatina vidyowat
May God make it easy for you.,Lah yasar lik
Is it possible to replace the kefta with chicken in your kefta recipe?,@ cuisine halima filali wach momkin f3iwet kefta n3emlo djaj ? ?
Get well soon.,Alah echafek
What's up?,Wech hiya nekhala
"God bless you, sister Halima. You are surely doing great, God willing. Thank you for providing us with such recipes.",Tbarkelah 3lik a khti halima akid ran3emla incha alah brina wasafat fhal hayda chokran lik
"Hello, please consider people with diabetes. Thank you.",Salam SVP pensez aux gens diabétiques merci
"Hello Mrs. Halima, regarding this filling, can we use it in the bastilla pastry?",Bonjour Mme halima alaykhalik had la3mara moumkin ndirouha fal war9a basstela ?
"I'm sorry, but the input sentence ""Mera gezala lehetarema beravo"" does not appear to be a valid sentence in Moroccan Arabic or any of the commonly spoken languages in Morocco, such as Darija (Moroccan Arabic), Berber languages (like Tamazight or Tashelhit), or Standard Arabic. It seems to be a made-up phrase or contain words that are not part of these languages. As a result, I cannot provide an accurate English translation for this input.",Mera gezala lehetarema beravo
"God bless you, sister Halima.",Tbarklah alik akhti halima
"I'm dying for you, you're so beautiful.",Hhh bravo 3lik zin nmot 3lik
"Halima is number 1 in Morocco, I swear I learned everything from you. You are a respectable person, everyone knows you.",Halima ra9m 1 flmgrib wlah ana t3almt menk kolchi nti insana mo7tarama kolchi 3arfak
Votre talent culinaire est impressionnant. Vous avez vu de délicieuses vidéos de cuisine. Bon travail et passez une bonne journée et un bon moment mon ami.,Your cooking skills are awesome . you have seen delicious cooking videos . good job and have a nice day and happy time my friend .
"Please, my sister, do you cook them one by one or 3 at a time? Answer me.",3afak akhti wach katiybihom kola wahda bohdha wla 3 fmara jawbini
I'm so hungry.,Jarebtommm rae3innnnn
"Sister, you are dear to us and we know your good character, so don't worry about that.",Khti raki 3ziza 3lina o3arfin akhla9ak kifach dayra matsow9ich ldakchi
May God bless you,Machaa lah 3lik
"God bless you, sister Halima. May God protect you.",Machahalah 3lik khti halima lah e7fdik 🤲 🤲 ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🥰 🥰 🥰 🎩 🎩 🎩 🎩 👍 👍 👍 👍
May God give them a painful and burning punishment.,Anti insana tayiba waraqiya lah iyakhod fihom lhaq
"May God bless you, my sister.",Tabrkllahe 3alike akheti
"Hello, God bless you. Can you please make us the rolled cake? Thank you.",Salam tbarkallah 3alik . Pouvez - vous nous faire le roulée cake svp . Merci
I admire you and I love your recipes. God protect you and keep up the good work.,Je vous admire et j aime vos recettes dieu vous protège bonne continuation
How are you?,Machae lah 3lik
"May God give you health, my love.",Lah i3tik ssha hbibtii
"God bless you, may God reward you.","Allah ybarek Alik , rabi ykhalas ,"
Bravo bravo a thousand times ❤ ❤ ❤,Bravo bravo mille fois ❤ ❤ ❤
Everything is very expensive,Todos es muy caro
"Hello Halima, I respect you enormously.",Salam Halima je vous respecte énormément .
"May God grant you success, Lalla Halima. May God elevate your status. I always follow you and your recipes are always present on my table.",Testahli lala halima betawfi9 olah y3eli chanek ya rbi ana dima mteb3ak odima wasafatek hadrin fel ma2ida diali
Congratulations and more success,Mbrouk 3lik oumazid mina talou9
Congratulations,Tbarklah
"Hello sister Halima, my name is also Halima. May God give you health. I want to make your chbakia recipe. 👍 👍",Salam khti Halima bhali smiti Halima frons llah ya3tak saha Brit ndir chbakia dylki 👍 👍
May God give you good health and protect your parents. You are always the best.,Lah ya3etik shihtak we ykhali lik wlidatak neti dima topppppp
"May God make things easier, God willing.",Allah isahal lomor inchallah
"Translation:
Miss Halima, God bless you, we benefit a lot from you. May God grant you health.",Lalla halima tbarkallah 3lik kanastafdo mannak bezafff Allah ya3tik saha
"God bless you, sister Halima.",Machaalah 3lik khti Halima . 😘 😘
"I drank it all and it made me drunk, and now I came to take another dose 😂",Saraha jarbto ja kayham9 ou daba jit nakhod wasfa mra tanya 😂
"Hakima, thank you for your cooking. Thank you very much. Happy Ramadan.",Hakima merci pour ta cuisine merci beaucoup ramadan karime
May God protect you.,Llah yhafdak
"Am I the only one who can't do anything sweet? 😂 If I buy a box of dates or chebakia or anything, as soon as I do something, everyone eats it and I don't get to eat it alone.",Wach anna wahida li makndirch chi haja hlwa 😂 ila tachot kahaz tmar awla chriha awla chabakiya safi mnin kandir chi haja ga3 makankloha ifardan
Every blessed person is envied; don't worry and leave the creation to the Creator.,ﻛﻞ ﺫﻱ ﻧﻌﻤﺔ ﻳﺤﺴﺪ؛ﻻﺗﻬﺘﻤﻲ ﻭﺍﺗﺮﻛﻲ ﺍﻟﺨﻠﻖ ﻟﻠﺨﺎﻟﻖ
You deserve all the best.,Machaalah 3lik tastahli kol khir .
"God bless you. You are the best Moroccan woman. I wish you success, you wonderful person.",tabarkalahh 3lik wani3ma lmar2a lmaghribiya btawfi9 ya ajmal insana
"Hello, you're the first in the answer, you don't respond to people, may God compensate your losses, I'm a follower of yours from Germany, Dusseldorf 🥰🥰🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪",Salam chte Halima nte heja lawla fe ljoutob maderech 3la lbschar jabrelek re lchasaer ana motatabe3a djalek min almania Dusseldorf 🥰 🥰 🇩 🇪 🇩 🇪 🇩 🇪 🇩 🇪 🇩 🇪
You deserve all the best.,Tstahli kol lkhir
"Hello, can we place an order to be delivered to France or not?",Salam alaikum nsawlk akhti nkado dero commande 3la hsab la France WLA la
"God is sufficient for me and He is the best disposer of affairs. The envious are everywhere. May God be with you, my lady. May God help you.",Hasbiya llah wa ni3ma lwakil les jaloux sont partout llah m3ak lalla llah i3awnk
May Allah guide you and your families ❤,Allah ihdek vous et votre familles ❤
"Long live cholesterol 😮 < br > You are breaking the benefits of fasting of the beautiful religion that you have, Madam",Vive le cholestérol 😮 < br > Vous cassez les bénéfices du jeûne de la belle religion que vous avez Madame
I want to sell it.,tamn bach nebi3oha
May God grant you health and well-being,Llah iretike sahaaaa 🥰 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋
Sorry,Mchlh
"Hello sister, God bless you, may Allah protect you 🤲🏻🤲🏻🤲🏻. I'm new to your channel, may Allah reward you.","Salem alaykoum oukhty Masha & # 39 ; Allah alayk Allahihafdek 🤲 🏻 🤲 🏻 🤲 🏻 . Ana jdida sur ta chaîne , jazakellah kheiran ."
Gazelle,Ghzal
"Good morning, my sister Halima ❤❤",Sbah nor khti halima ❤ ❤
"May God grant you good health, my dear sister. I am one of your followers from America. Greetings and best wishes for more blessings, sustenance, and ease.",Rbi ya3tik s7i7tek okhti lkarima ana mn motatabi3ine dialek mn America ta7iyati mazid mina L3ata2 riz9 o tissir
"Hello sister Halima, may God protect you. Can I leave the stuffing for 3 or 4 days in the fridge before using it? Because I understood that you can prepare the stuffing in advance, as it's a lot of work and every day when I come back from work I make something, one day briouat, one day cigars... Please answer me, may God protect your parents.",Salam khti halima llah ikhalik wach n9der nkhalli hachwa 3 ola 4 j f tlaja 3ad nkhdem biha hit bfhit nthen hachwa 3and l3tar kimiya kbira o kol nhar mli nji men lkhdma ndir haja nhar briwat nhar sigar . . . jawbini llah ikhalii lik wlidatk
"I like you so much, sister Halima.",Tbrklah 3likk akhtii halima kt3jbnii bzafd
"I apologize, but the provided text is in Russian, not Moroccan. As a Moroccan translator, I am not able to translate from Russian to English. If you provide the recipe in Moroccan Arabic or Darija, I would be happy to translate it to English for you.",Рецепт на русском пожалуйста
"Sister, don't let this bother you. You are a respected and well-known woman. These are enemies of success.",Khti matsd3ich rasek bhad chi nti mra mhtarma wma3roufa hado a3dae najah
"Hello my sister, but you didn't tell me what my sister should do now.",Salm ohkti w lkin makoltlnch ma9dir khlti dirakt
"You made me laugh so hard, I almost peed myself from how funny it was. You went up and down, farting, and I don't know why.",😂 😂 wach ghir bohdi li derta ta7adi che7al m & # 39 ; en khetra derta o makatzda9lich katla3 o katerja3 tfech ma3raftch 3lach
The watermelon from the countryside tastes great in the summer.,Wach zbda bldiya tji mzn Fi sfof
"Thank you very much, Italy. We don't have pastilla leaves, but phyllo dough is available, may God have mercy on your parents.",Chokran bezaaaaaf italya ma3endnach wer9a dlbstila walkin ware9a delfilo kayna lahe yrhmlik lwalidin
"Hello, mmmmm Ramadan has arrived, may Allah bring it upon us in health and safety, God willing. Oh, is it necessary to eat dried apricots? I have a sensitivity to them.","Slm , mmmmmm wslat riht ramadan , alah ydaklo alina bi saha o salama inchalah , wah darorimin l mechmech 🍑 yabess ? ? Andi hassassia mino ."
Your recipe was a success 👍 👍 👍 👍 I tried everything in your recipe.,Wasftk naja 👍 👍 👍 👍 majarb kolo wasfatk
"May God give you health, and I hope you succeed at every level. ❤❤",Lah i3tik sah wsftak fmostaw kolchi najh ❤ ❤
"I tried to bring you a gazelle, may God give you health, my sister.",Jarebtha jatni ghzala Allah ex3tik saha akhtito
Bravo France Rose Morocco Thumbs up,Bravo 🇫 🇷 🌹 🇲 🇦 👍
"You're my sister, you have great content, don't lose them.",Nti akhti 3andak mohtawa zwin madihach fihom
"Sister Halima, please tell me about the ingredients of your cooking pot.",khti halima 3afak bach kathki lmjamer dial lbota dialk
May God give you health.,allah ya3tik sa7a
"Hi sister, how are you? God bless you, your recipes are successful. I wanted to ask you if you take orders.",Salm khti cv . . tbarklah 3lik wasafatak najhin . . . bghit nswlak wax katsawbi les comande
"Sister Halima, please specify the temperature in the video for your recipes, whether in an electric or gas oven, so that we can successfully make your recipes. Thank you.",Khti halima b9ay 3afaki tdakri f video daraja dyal l7arara sawae f lforn lkahraba2i wla lghazi bash ynaj7o m3ana lwasafat dyalk wshokran .
"Good morning, my love.",Bsa7tak hbibti
"Hello, please provide the sentence or text you would like me to translate into English. I'll be happy to assist you with the translation.","Hello , please write the necessary materials in English , thank you 🙏 🏻 ❤"
How are you?,Kanhma9 alik
"God is sufficient for us, and He is the best disposer of affairs. May God deal with them justly.",Hasbia lah wani3ma lwakil fihom lah yakhd fihom lha9
"Oh my sister, I entered your slippers, I swear I will make him single now.",Ah a khti ana dkhalt lih shabliya dyalak wallah daba ndirlo single
"May God give you health, my dear.",Lah i3tik saha ja wa3ar
"May God grant you a long life, we wish you more success.",Saraha lhla ykhtik 3lina kantmna lik mazid mn taalok
Hello,Hello
You wanted me 😂,Chahitini 😂
"Thank you, my sister. Anything I do is worthy of your appreciation. Thank you, my dear.",Tbarkalah 3lik khti ay haja kandirha katisda9 liya merci habibti
I'm studying and thinking of you.,HTA Ana kandirha w kanhmak elik
Thank you very much 🌹,😊 merci beaucoup 🌹
Thank you,Tbarkallah 3lik 👍 👍 👍 👍 👍
"May Allah protect you, heal you my sister, and grant you what is best.",Allah ichafik o i3afik akhti allah idir lik li fih alkhir
"Here's the English translation:

He took the money and put it in his pocket.",Had lfayd ydiha fraso
"Hello sister, please, this time make macaroni with us, may God protect you, God bless you.",Salam khti 3afak had lmra Charki m3ana makaron lah ihfdk yarbii
What's up with you?,Bsh hsabli wach dyalk
"God bless you, thank God I got 20/20, thank you thank you",Mach lah tabarka r7man jarbto 20 / 20 merci merci 🌱 🍯 🌱 🌱 🍯 🌱 🐝 🌱 < br > 🌱 🍯 🌱 🌱 🍯 🌱 🌱 🌱 < br > 🌱 🍯 🍯 🍯 🍯 🌱 🍯 🌱 < br > < br > < br > 🌼 🌱 🌱
I can't tell you because I don't know either.,Kandirha ktjini 9ash m3arftch manch
May God be with you.,Rabi m3ak
"Hello sister Halima, God bless you. I hope you give us simple and varied recipes.",Salam khti Halima tbarkllah 3lik kantmna dirina wasafat mobasata ou mfar9a
111sss1,۱۱۱ﺻﺼﺺ۱
There is no power or strength except with Allah.,La hawla wa la kouwata ila bilahe
"May God give you health, it turned out amazing, I liked even the sauce you made, as usual you are the best.","Llah i3tik saha , machallah jat ghzaala 👌 o3jbatni hta sos li drti , kif l3ada raki tooop 🥰 🥰 🥰"
"May God protect you, my dear. Good continuation and good luck. God willing, a thousand thousand thanks.",Allah ihafdak ma chére bonne continuation et bon courage macha Allah1000 1000 chokr
"God bless you, my sister Halima. I'm using your old method, it's impossible for me to change it, hahaha. I can do it with my eyes closed, and whoever tastes it goes crazy for it, and whoever makes it using that method, it turns out successful. It's been many years, maybe years.",ﺗﺒﺎﺭﻙ ﷲ ﻋﻠﻴﻚ ﺍﺧﺘﻲ ﺣﻠﻴﻤﺔ ﻛﻨﺪﻳﺮ ﺍﻟﻄﺮﻳﻘﺔ ﺩﻳﺎﻟﻚ ﺍﻟﻘﺪﻳﻤﺔ ﻣﺴﺘﺤﻴﻞ ﻧﺒﺪﻟﻬﺎ ﻫﻬﻬﻬﻪ ﻛﻨﺪﻳﺮﻫﺎ ﺑﻌﻴﻨﻲ ﻣﻐﻤﻀﻴﻦ ﻭﻟﻲ ﺩﺍﻗﻬﺎ ﻛﻴﺤﻤﺎﻕ ﻋﻠﻴﻬﺎ ﻭﻟﻲ ﺩﺍﺭﻫﺎ ﺑﺪﻳﻚ ﺍﻟﻄﺮﻳﻘﺔ ﻛﺘﺠﻴﻪ ﻧﺎﺍﺍﺍﺍﺟﺤﺔ ﺷﺤﺎﻝ ﻣﻦ ﻋﺎﻡ ﻫﺪﻱ ﻳﻤﻜﻦ ﺳﻨﻮﺍﺕت
"Thank you, my sister. Your recipe is great. May God bless you. Always shining.",Chokran okhti wasafatk mojaraba tbarklah 3lik dima motaali9a
"Sister Halima, I tried it and it came out really good, to be honest, but the sauce just didn't come out orange, haha. I don't know why, maybe I added too much milk compared to lemon.",Khti halima jrrebtha jat raw3aa saraha mais ghir la sauce majatnich orange hh man3erf 3lach wach nkon kttert ze3ma lhlib 3la limoun
Always great 👍 👍 💖,Dima top 👍 👍 💖
God bless you.,maxa alah 3lik
"Please, my sister Halima, can you make me the dish that is Grawch? Please.",alh ihfdak akhti halima 3afak dir lian sbola li hya lgrawch 3afk
May God give you health.,Alah i3tik asaha
God has willed it.,Mashallah very good dear sister
"Hello, my dear, are you working outside Meknes?",Slm ma chère rae3 . wache katkhdm l nass bra Meknès .
How are you?,Machlh 3lik
"Take me with you, Nychafa, away from my miserable father.",D3iw m3aya nychafa mn bo mzwi
Are you okay or not? May God have mercy on your parents.,Wach zit kataybih wla khdar lah yarham lwalidin
Oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges oranges BERKANE BERKANE BERKANE BERKANE BERKANE,🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 🍊 BERKANE BERKANE BERKANE BERKANE BERKANE
